#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,.,.,#,#,#,.,.,#,#,#,.,.,#,#,.,.,.,.,#,.,.,#,#,#,.,.,.,#,#,.,.,#,#,.,.,#,#,.,.,#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,#,#,#,.,#,#,#,.,#,.,.,#,#,.,.,#,#,.,.,.,#,.,#,.,#,#,.,.,.,#,.,#,.,.,#,#,#,#,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,.,#,#,.,.,#,#,.,#,.,#,.,.,#,#,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,#,.,.,.,#,#,#,.,.,#,#,.,#,#,#,#,.,.,#,#,.,.,.,.,.,#,#,#,#,.,#,.,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,#,.,#,#,#,.,.
.,#,#,.,.,.,.,#,.,.,.,#,.,.,.,.,#,#,.,#,.,#,.,.,.,#,#,.,#,#,#,.,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,#,.,#,#,#,.,.,#,#,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,#,.,#,#,.,.,.,.,#,#,#,.,.,#,.,#,.,.,.,.,#,#,.,.,#,#,#,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,#,#,.,#,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,#,#,#,.,.,#,.,#,#,#,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,#,.,.,#,.,#,#,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,.,#,#,#,#,.,.,.,.,#,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,.,#,#,.,#,.,.,#,.,#,#,.,#,.,.,.,.,#,#
.,.,#,.,#,.,#,#,.,#,.,#,#,#,#,#,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,.,#,#,.,#,#,#,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,.,#,.,.,.,.,#,#,.,#,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,#,#,.,.,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.
#,.,#,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,#,#,#,.,#,#,#,.,#,.,.,#,.,#,#,#,#,.,.,.,#,.,#,.,.,#,.,#,#,#,.,#,#,.,.,#,#,.,#,#,.,.,.,#,#,#,.,#,#,#,.,.,#,.,.,#,.,.,.,#,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,#,.,#,#,#,.,#,.,.,#,.,#,.,#,.,.,.,#,#,#,#,#,.,.,#,#,#,.,#,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,#,#,.,.,.,#,.,#,#,.,#,.,#,.,#,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,#
.,.,.,.,#,#,.,#,#,.,#,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,#,#,#,#,#,.,.,.,.,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,#,.,.,.,.,.,.,#,#,#,.,.,#,.,.,.,#,#,#,.,.,.,.,.,.,.,#,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,.,#,#,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,#,#,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,#,#,#,#,#,#,.,.,.,#,.,.
#,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,#,.,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,#,.,#,.,#,#,#,.,.,.,#,.,.,.,.,#,#,.,#,.,#,.,.,.,#,.,.,.,#,#,#,.,#,#,.,#,.,#,.,.,#,#,.,.,.,.,.,#,#,#,.,#,.,.,.,.,#,.,.,#,.,.,.,#,#,#,#,#,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,#,#,#,#,.,#,#,.,#,#,.,#,.,.,.,.,.,.,#,#,#,#,.,.,#,.,.,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,#,#,#,.,#,#,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,#,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#
.,.,#,#,.,#,#,.,#,.,#,.,#,.,#,#,.,.,.,.,.,#,.,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,#,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,#,#,#,#,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,.,#,#,.,.,.,.,.,#,#,#,#,#,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,#,.,#,#,#,#,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,.,.,#,#,.,.,.,.,.,#,#,.,#,#,.,.,.,.,#,.,.,#,.
#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,#,#,#,#,.,.,#,.,#,.,.,.,.,#,#,#,.,#,#,.,#,#,#,.,.,#,#,#,#,#,#,.,.,.,#,.,.,#,.,#,#,.,.,#,#,.,#,#,.,#,.,.,#,.,.,.,#,#,.,#,#,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,#,#,.,.,.,#,#,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,.,.,.,.,.,#,#,#,.,.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,#,#,.,.,#,#,#,#,.,.,#,.,#,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,#,#,#,.,.,.,#,.,#,#,#,.,.,.,#,.,.
#,.,.,.,#,#,#,.,.,.,.,#,.,.,#,.,.,.,.,.,.,.,#,#,.,.,.,#,#,.,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,#,#,.,#,.,#,.,.,#,#,#,.,.,.,.,#,#,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,.,.,#,#,.,#,.,.,#,#,.,.,#,#,#,#,.,#,.,#,#,#,#,.,#,#,#,#,.,.,.,.,#,#,.,#,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,#,.,.,#,#,.,#,#,.,.,.,#,.,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,#,.,#,.
.,#,#,#,.,#,.,.,#,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,.,#,.,.,.,#,#,#,.,.,#,#,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,#,#,#,#,#,#,.,#,.,#,.,.,#,#,#,.,.,.,#,#,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.,#,#,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,#,.,#,.,#,#,#,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,.,.,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,#,.,#,#,#,.,.,#,.,#,.,#,#,.,.,#,#,#,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,#,.,.,#,#,.,.,#
.,.,.,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,#,#,#,.,.,.,.,.,#,#,.,.,#,.,.,#,#,.,.,.,.,#,.,#,#,#,.,.,.,#,#,.,#,#,.,.,#,.,.,.,.,.,.,.,#,.,#,#,.,#,.,#,#,.,#,.,.,#,#,.,.,#,.,#,#,#,#,#,.,#,.,#,#,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,#,#,.,#,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,.,.
#,.,#,#,#,.,.,.,#,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,.,.,#,.,.,#,.,.,.,#,#,#,.,.,.,.,.,.,#,#,.,#,.,.,#,.,.,#,#,#,.,#,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,.,.,#,#,.,.,#,.,#,#,.,.,#,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,#,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,#,#,#,.,.,.,.,#,#,.,#,.,.,.,.,.,.,#,#,.,.,.,.,.,#,#,.,.,.,#,.,.,.,.,#,.,.,.,#,#,#,.,#,.,#,#,.,.,#,.
#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,#,#,#,.,.,#,.,.,#,#,.,.,.,.,#,#,#,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,.,#,#,#,.,.,#,#,.,#,#,.,#,.,#,.,#,#,#,.,.,#,.,#,.,#,#,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,#,#,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,#,#,.,.,.,#,#,#,.,#,#,#,.,#,.,#,.,#,#,#,.,.,#,#,.,.,.,#,.,.,.,.,#,.,.,.
#,.,#,.,.,.,.,#,.,.,#,#,.,.,#,#,.,.,#,#,.,#,.,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,#,.,#,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,.,#,.,#,.,#,#,#,.,.,#,#,#,#,#,#,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,#,.
.,.,#,.,#,#,#,.,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,#,#,#,.,#,#,#,.,#,.,#,.,.,#,.,#,#,#,#,.,.,#,.,#,#,#,.,#,.,#,.,.,#,.,.,#,#,.,#,.,.,.,#,#,#,.,#,.,.,.,.,.,.,#,#,.,.,.,.,.,.,#,#,.,#,.,#,.,.,.,#,.,#,#,.,#,#,.,#,.,.,#,.,.,#,.,.,.,#,#,#,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,#,.,.,#,.,#,#,.,#,#,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,#,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,#,#,.,#,#,.,.,.,.,.
.,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,#,#,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,#,.,.,.,.,#,.,#,.,#,#,#,.,.,.,#,#,.,#,#,.,.,.,#,.,.,#,#,#,.,.,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,#,.,.,.,.,#,.,.,#,.,.,#,.,#,#,.,.,.,.,#,#,#,.,#,.,.,.,#,.,.,.,#,#,#,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,#,#,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,.,.,.,#,.,#,.,#,#,.,.,#,#,.,#,#,.,#,#,.,.,#,.,.,#,.,#,.,#,#,#,#,.,#,.,.,.,.,#,.,.,.,#,#,#,#
.,.,#,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,.,#,.,#,#,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,.,#,#,.,#,#,.,#,.,#,.,#,#,#,#,.,.,#,.,#,#,.,.,#,#,.,.,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,#,#,.,.,.,#,.,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,#,.,.,.,#,#,.,.,.,.,#,.,.,#,#,#,.,#,#,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,#,#,.,.,.,#,.,#,.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,#,#,.,.,.,.
#,.,.,.,#,.,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,#,.,.,#,.,#,#,.,#,.,#,.,#,#,.,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,#,#,.,#,.,#,.,.,#,#,.,.,.,.,#,#,.,#,.,.,#,#,#,#,.,.,#,.,#,#,.,.,.,#,#,#,#,.,#,.,#,#,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,.,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,.,.,.,#,.,#,.,.,#,.,.,.,.,.,.,.,.,.,.,#,.,#,#,.,#,.,#,#,#,#,.,.,#,#,.,.,.,#,#,#,#,.,#,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,#,.,#,#,.
.,#,#,.,#,.,#,#,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,.,.,#,.,.,#,.,#,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,#,#,.,.,#,.,#,.,#,#,.,.,#,#,.,.,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,.,.,#,#,.,.,.,#,#,.,#,.,.,.,.,#,.,.,.,.,.,.,.,#,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,#,#,#,#,#,.,#,.,#,#,.,.,.,.,.,.,#,#,.,.,.,#,.,.,#,#,.,.,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,#,.,.,.,.,#,#,.,.,.,.,#
.,.,.,.,#,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,.,#,#,#,.,#,.,.,#,.,.,.,.,#,#,.,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,#,.,#,#,.,#,.,.,.,.,#,.,.,#,.,#,#,.,.,.,.,#,#,#,#,.,.,#,#,.,.,.,.,#,.,#,#,.,#,.,#,#,#,#,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,#,.,#,#,#,#,.,.,.,#,#,#,#,.,.,.,#,.,#,#,#,#,#,#,#,.,.,#,#,#,.,.,.,.,.,.,#,.,#,#,.,#,#,.,#,#,.,#
#,#,.,#,.,#,.,#,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,.,#,#,.,#,#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,#,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,.,#,#,.,#,#,.,.,#,.,#,.,.,.,#,#,#,#,.,.,#,.,.,.,.,.,#,#,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,.,#,.,.,#,#,.,.,.,.,#,.,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,#,.,.,#,#,#,#,.,#,.,.,#,.,.,.,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,.,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,#,.,#,#,#,.,#,.,.,#,.,.,.,.,#,#,#,.
.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,.,#,#,.,#,.,.,#,#,#,.,.,#,#,#,.,.,#,#,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,#,#,#,.,#,.,.,#,#,.,.,#,.,#,#,.,#,#,.,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,#,#,#,.,.,.,.,#,#,.,.,.,#,.,.,.,#,#,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,#,#,.,#,#,.,#,.,.,#,.,.,#,#,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,#,#,.,.,#,.,#,#,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,#,#,.,#,.,.
.,#,.,.,.,#,.,.,#,#,.,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,.,#,#,.,.,.,#,.,.,.,#,#,.,#,#,.,#,#,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,#,.,.,#,.,.,.,.,.,#,#,#,.,.,#,#,#,#,#,#,#,.,.,.,.,#,#,.,#,#,#,.,#,.,.,.,#,#,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,.,.,.,#,#,.,.,.,#,.,#,#,#,#,.,#,.,#,.,#,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,.,.,.,#,.,#
#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,#,.,#,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,#,.,#,#,#,#,.,#,.,#,#,#,#,#,#,.,.,#,#,.,.,.,#,.,#,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,.,.,.,#,#,#,.,.,.,.,.,#,.,#,.,.,#,.,.,#,.,.,#,#,.,.,#,.,#,.,#,#,.,.,#,.,#,#,.,.,.,.,.,.,.,#,.,#,.,#,.,#,#,.,.,.,#,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,.,#,.,#,.,.,.,#,#,.,#,.,#,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,#,.,.,#
#,.,#,.,#,.,.,#,.,#,#,#,#,#,.,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,.,#,#,#,.,#,#,.,#,#,#,.,#,.,#,#,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,#,#,#,.,#,.,.,#,#,#,#,#,.,#,.,.,#,.,#,#,#,.,.,#,#,.,#,#,.,#,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,#,#,#,#,.,.,.,#,.,.,.,#,#,.,#,.,.,#,#,#,.,.,.,#,#,.,.,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,#
.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,#,#,.,.,.,.,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,#,#,.,#,#,#,#,.,.,.,#,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,#,#,#,.,#,.,#,.,#,.,#,#,.,.,.,.,.,.,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,#,.,.,#,#,.,.,#,#,#,.,.,#,.,#,.,.,#,.,#,.,#,.,#,#,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,.,.,#,#,#,#,.,#,#,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,#,.,.,#,.,#,.
.,#,#,.,#,.,.,#,.,#,#,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,#,.,#,#,.,.,.,.,#,.,#,.,.,.,#,#,#,#,.,.,.,#,#,.,.,.,#,.,#,.,#,#,#,.,.,.,#,#,.,.,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,.,#,.,#,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,.,.,#,#,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,#,#,.,.,.,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,#,#,#,#,.,#,.,.,.,.,.,#,#,#,#,.,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.
