#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
.,.,#,#,.,#,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,.,#,#,.,.,.,.,.,.,#,#,.,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,#,.,.,.,#,#,.,#,.,#,#,#,#,.,#,#,#,.,#,#,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,#,.,.,.,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,.,#,#,.,#,#,#,.,.,#,#,#,.,.,#,#,#,.,.,.,#,#,.,.,.,#,#,.,#,#,.,.,#,.,.,#,#,.,.,#,.,.,#,.,.,#,#,#,.,#,.,.,.,#,#,.,.,.,#,.,#,#,.,#,.,.,.,#,#,.,.,#,#,#,#,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,.,#,.,.,.,#,.,#,#,#,#,#,.,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,.,.,.,#,.,.,.,#,#,#,#,.,.,.,#,.,.,.,#,.,#,.,#,#,.,.,#
.,#,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,#,#,.,#,.,.,#,#,.,.,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,.,#,#,#,#,.,#,.,#,.,.,#,.,#,#,.,#,.,.,#,#,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,#,#,.,#,.,#,.,#,#,#,.,#,.,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,.,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,#,#,#,.,.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,#,.,#,#,.,#,.,#,.,.,.,#,.,#,#,.,.,#,#,.,.,#,#,.,.,.,#,#
.,#,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,#,#,#,#,.,.,.,#,#,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,.,#,#,.,#,#,#,#,.,#,.,#,#,.,.,#,.,#,#,.,#,#,.,.,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,.,#,#,.,.,.,.,#,#,#,#,.,#,.,#,.,#,.,.,#,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,#,.,#,#,.,#,.,#,.,.,#,.,#,#,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,.,.,#,#,.,.
#,.,.,.,#,#,.,#,.,.,#,#,.,.,#,.,#,.,.,#,#,.,.,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,#,.,#,#,.,#,#,.,#,.,#,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,#,#,#,.,#,.,.,.,.,#,.,.,#,.,.,#,#,.,#,.,.,.,.,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,#
.,.,#,#,.,.,.,#,#,#,.,.,.,#,.,.,#,#,.,.,#,.,#,#,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,#,.,.,#,.,.,.,.,#,.,.,#,.,#,.,#,.,#,#,#,.,#,.,.,#,.,.,.,#,#,.,.,.,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,#,#,#,.,.,#,.,.,#,.,.,#,#,#,.,.,#,.,.,#,#,.,.,#,.,#,#,.,.,#,#,.,.,.,#,.,#,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,#,#,.,.,.,#,.,#,.,.,.,#,#,#,.,.,.,.,#,#,.,.,#,#,#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,#,#,#,#,.,#,#,#,.,#,.,.
#,.,.,#,.,#,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,#,#,.,.,#,.,.,#,#,.,.,.,#,.,#,.,.,#,.,#,.,#,#,.,#,.,#,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,#,#,#,#,#,.,.,#,#,.,#,.,.,#,.,#,#,.,#,.,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,#,.,#,.,#,.,.,.,.,#,#,#,.,.,#,.,.,.,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,#,.,.,.,#,.,#,.,#,#,#,.,.,#,#,.,.,#,#,#,#,.,#,.,.,#,.,.,#,.,#,#,#,.,.,#,.,#,.,#,.,.,.,#,.,.,#,#,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,.,.,.,#,#,#,#,.,#
.,#,.,#,.,.,#,.,#,#,.,#,.,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,.,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,.,.,#,.,#,.,.,#,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,.,.,.,.,#,#,#,#,.,.,.,#,#,#,.,#,#,.,#,.,#,#,.,.,#,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,.,.,#,#,#,#,.,#,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,#,#,.,.,#,.,#,.,.,#,#,#,.,#,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,#,.,.,#,.,.,.,#
.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,#,#,.,.,#,#,.,.,.,.,.,#,#,.,.,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,.,#,.,#,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,#,.,#,#,#,#,.,#,.,#,.,.,.,#,#,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,#,#,.,#,.,.,.,.,.,#,.,.,.,.,.,#,.,#,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,#,#,#,.,#,.,#,.,#,.,.,.,.,.,#,.,.,#,#,.,.,#,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,.,#,.,.,#,#,.
#,#,#,.,#,#,.,#,#,.,.,#,.,#,#,.,.,.,.,#,.,.,#,#,.,#,#,.,.,#,.,#,#,#,.,.,#,.,.,#,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,#,#,#,#,.,#,.,#,#,.,#,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,#,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,.,.,#,.,#,.,#,#,.,.,.,#,.,.,#,#,#,.,.,.,#,.,.,#,#,#,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,#,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,#,.,#,#,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,#,#,#,.,.,#,.,.,#,.,.,#,.,#,.,#,#,#,#,#,#,#,.,.,#,.,#,.,#,#,#,.,.,#,.,#,#,.,.,#,.,#,.,#,#,#,#,.,.,#,.,#,#,.,#,.,#,.,#,.,.,#,.,#,.,.
.,.,.,.,.,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,#,.,#,.,#,#,.,#,#,#,#,.,.,.,.,.,.,.,.,#,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,#,.,.,.,.,#,#,.,#,.,.,#,#,.,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,#,.,.,.,.,.,#,#,#,.,.,#,.,.,.,#,.,.,#,#,#,.,#,.,.,.,#,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,.,#,#,.,.,#,.,#,.,#,#,.,#,#,.,#,.,#,.,.,#,#,#,.,#,.,#,.,.,.,.,.,.,.,#,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,#,.,.,.,.,.,.,.,.,.,#,.,.,#,.,.,.,.,.,#,.,#,#,#,#,.,.,#,.
.,#,#,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,#,#,.,.,#,#,.,#,.,.,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,#,.,#,.,#,.,#,.,.,.,.,#,#,#,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,.,.,.,#,#,#,.,#,.,.,.,#,.,#,#,.,.,.,#,#,#,.,.,.,#,#,.,.,.,#,#,.,.,#,.,#,#,.,#,#,.,.,#,.,.,.,#,#,#,.,.,.,#,.,.,#,.,.,.,#,#,#,.,.,#,#,#,#,.,#,#,#,#,#,.,.,.,#,.,#,.,#,.,.,#,#,.,.,.,.,.,#,#,#,#,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,#,.,#,#,#,#,#,.,#,.,.,#,.,#,.,.,#,.,#,#,.,#,.,.,#,.,#,.,#,#,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,.,#,.,.,.,.,#,.,#,.
.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,#,.,.,.,.,.,.,#,.,#,.,#,#,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,#,#,.,#,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,#,.,#,#,.,#,.,.,.,.,#,#,.,.,.,.,#,.,.,.,#,#,.,.,.,#,.,.,.,.,.,#,.,.,.,#,.,#,.,#,.,.,.,#,#,#,#,.,#,.,.,#,.,.,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,#,.,#,#,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,.,.,.,.,.,#,.,#,.,#,.,.,#,#,#,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,.,#,#,.,.,.,#,#
#,.,.,#,.,.,#,#,.,#,#,.,.,#,.,#,.,#,#,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,#,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,#,.,.,.,.,.,#,.,#,#,#,#,.,.,#,.,#,.,.,#,.,#,.,#,#,.,.,#,#,.,#,.,.,#,.,#,#,.,.,.,.,.,#,.,.,.,.,.,.,#,#,#,.,.,#,#,.,.,.,.,#,.,#,.,#,#,#,#,#,#,#,#,#,#,.,.,.,.,#,#,.,.,.,#,#,#,#,#,.,.,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,#,.,.,#,.,#,#,.,.,.,.,#,#,.,#,.,.,.,#,.,.,.,#,.,.,.,.,.,.,.,#,.,#,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,#,#,.,.,.,#,.,#,.,#,.,#,.,.
#,.,#,.,#,.,.,#,#,.,.,.,#,.,.,.,.,.,.,.,.,#,#,#,#,.,#,#,.,#,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,.,#,#,.,#,.,#,.,.,#,#,.,.,.,.,#,.,#,.,#,#,.,.,.,#,#,.,#,.,.,.,#,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,.,#,#,.,.,#,.,#,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,.,.,#,#,.,#,#,#,#,#,.,#,#,.,.,.,#,.,.,#,#,.,#,#,#,.,#,.,#,.,.,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,#,.,.,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,#,#,#,#,#,.,#,#,#,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,.,#,.,.,.,#,#,#,.,#,#,#,#,.,#,.,#,.,#,.,.,#,.,#,#,#,.,#,#,.,.,#,#,.,#,.,#,.,.,#,.,.,.,#,.,#,.,.,.,.,#,#,.,#,.,.,.,.,#,.,.,#
.,.,#,.,.,.,#,.,.,.,#,#,.,.,#,#,#,#,#,.,#,.,.,.,.,.,#,#,.,.,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,#,.,.,#,.,.,.,#,#,.,.,#,.,.,#,.,#,.,.,.,#,.,#,.,.,.,.,#,.,.,.,#,.,#,.,.,#,.,.,#,.,.,.,#,.,.,.,.,#,#,.,#,.,.,#,.,#,.,.,#,#,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,#,#,.,.,.,#,.,.,.,#,.,.,.,#,.,.,#,#,.,.,.,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,#,#,#,.,#,.,.,.,.,.,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,#,#,.,#,#,#,#,.,#,#,#,#,.,#,.,.,#,.,#,#,#,#,.,.,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,#,.,.,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,#,.
#,.,.,#,#,#,.,.,#,#,#,.,.,#,#,.,.,.,.,#,.,.,#,#,#,.,.,.,#,#,.,.,#,#,.,.,#,#,.,.,#,#,.,.,.,#,.,.,#,.,.,.,#,.,.,.,#,.,#,#,#,#,.,#,#,#,.,#,.,.,#,#,.,.,#,#,.,.,.,#,.,#,.,#,#,.,.,.,#,.,#,.,.,#,#,#,#,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,.,.,#,#,.,.,#,#,.,#,.,#,.,.,#,#,.,#,.,#,#,.,.,#,.,#,.,.,#,.,#,.,.,#,#,#,.,.,.,#,#,#,.,.,#,#,.,#,#,#,#,.,.,#,#,.,.,.,.,.,#,#,#,#,.,#,.,.,#,#,#,.,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,.,.,.,#,.,#,#,#,.,.,.,.,.,#,.,#,.,.,.,.,.,#,#,#,#,#,.,.,#,.,#,#,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,.,#,#,#,.,#,.,#,#,.
.,#,#,.,.,.,.,#,.,.,.,#,.,.,.,.,#,#,.,#,.,#,.,.,.,#,#,.,#,#,#,.,.,.,#,.,.,.,#,.,#,.,#,#,#,.,.,#,.,#,#,#,.,.,#,#,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,#,.,#,#,.,.,.,.,#,#,#,.,.,#,.,#,.,.,.,.,#,#,.,.,#,#,#,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,#,#,.,#,#,.,.,.,#,#,.,.,.,#,.,#,.,#,.,.,#,#,#,.,.,#,.,#,#,#,#,.,.,#,.,.,.,#,.,.,#,.,#,.,.,.,.,#,.,#,.,.,.,#,#,.,.,#,.,#,.,.,#,.,#,#,#,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,.,.,#,#,#,#,.,.,.,.,#,.,#,.,.,.,.,#,#,.,.,.,#,#,#,.,.,#,#,.,#,.,.,#,.,#,#,.,#,.,.,.,.,#,#,.,#,#,.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,#,#,#,.,#,.,.,#,.,.,.,.,.,.,#,.,.,.,.,#,.,#,.,.
.,.,#,.,#,.,#,#,.,#,.,#,#,#,#,#,#,#,.,.,.,#,#,#,.,.,#,.,.,#,.,.,#,#,.,#,#,#,.,.,#,.,.,.,.,#,.,.,.,.,.,#,.,#,.,.,.,.,#,.,.,#,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,.,#,#,.,#,.,.,.,.,#,.,.,.,.,#,#,.,#,.,.,#,.,.,.,.,#,.,.,.,.,#,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,#,.,.,#,#,.,.,.,#,.,.,.,.,.,#,.,#,.,#,.,.,#,#,.,.,.,.,.,.,#,.,.,#,.,.,#,.,#,.,#,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,#,.,#,#,.,.,.,#,.,#,#,.,.,.,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,.,#,.,#,.,.,.,#,#,#,.,#,#,#,.,.,#,#,.,#,.,#,.,.,.,.,#,#,#,.,.,#,#,.,#,.,#,.,.,#,.,#,.,.,#,#,#
#,.,#,.,.,#,.,.,.,#,.,.,.,.,.,.,#,.,.,#,#,.,.,.,#,.,.,#,.,#,.,#,.,.,.,.,.,.,.,#,.,#,.,#,#,#,.,#,#,#,.,#,.,.,#,.,#,#,#,#,.,.,.,#,.,#,.,.,#,.,#,#,#,.,#,#,.,.,#,#,.,#,#,.,.,.,#,#,#,.,#,#,#,.,.,#,.,.,#,.,.,.,#,#,.,.,#,#,.,#,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,#,.,#,.,#,#,#,.,#,.,.,#,.,#,.,#,.,.,.,#,#,#,#,#,.,.,#,#,#,.,#,.,#,.,.,#,#,.,.,.,#,.,.,#,.,.,#,#,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,#,.,.,.,#,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,#,#,#,.,.,.,#,.,#,#,.,#,.,#,.,#,#,.,.,.,#,.,#,.,.,.,.,.,#,.,.,#,.,.,#,#,.,.,#,#,.,.,.,#,.,#,.,.,.,#,.,.,#,.,#,.,.,.,#,.,.,#,#,#,.,#,#,.,#,.,.,#,.,.,#,.,.,#,.,#,#,#,.,.,.,.
.,.,.,.,#,#,.,#,#,.,#,#,.,#,#,.,#,.,#,.,.,.,#,.,#,.,#,.,.,#,.,#,.,#,#,#,#,#,#,.,.,.,.,.,.,.,.,#,.,#,.,.,#,.,#,.,.,.,#,.,.,#,#,.,.,.,#,#,.,.,.,.,.,.,#,#,#,.,.,#,.,.,.,#,#,#,.,.,.,.,.,.,.,#,#,.,#,.,#,.,#,#,.,.,#,.,.,.,.,.,#,.,#,.,#,#,.,#,.,.,#,.,#,.,.,.,.,.,#,.,.,.,#,.,.,.,.,#,#,#,.,#,.,.,.,.,#,.,#,#,#,.,.,.,.,#,.,.,#,#,.,#,.,.,#,.,#,.,#,#,#,.,.,#,.,.,#,.,#,.,#,.,.,.,.,#,.,.,#,.,#,.,.,.,.,#,#,.,.,#,.,#,.,#,.,.,.,#,.,.,.,.,#,.,#,.,.,#,#,.,.,#,.,.,#,.,.,#,.,#,.,.,#,#,.,.,.,.,#,#,#,#,#,#,.,.,.,#,.,.,.,#,.,#,.,#,.,.,.,.,#,.,#,.,.,#,.,.,#,.,#,#,.,#,.,.,.,#,.,.,.,.,.,#,.,.,#,#,.,.,#,.,.,.,#,.,#,#,#,.
#,#,.,#,.,.,.,#,.,.,.,.,#,.,.,.,#,.,#,#,.,#,#,.,.,.,.,#,.,.,.,#,.,#,.,.,.,.,.,#,#,.,#,.,#,#,#,.,.,.,#,.,.,.,.,#,#,.,#,.,#,.,.,.,#,.,.,.,#,#,#,.,#,#,.,#,.,#,.,.,#,#,.,.,.,.,.,#,#,#,.,#,.,.,.,.,#,.,.,#,.,.,.,#,#,#,#,#,.,#,.,.,#,.,.,#,.,.,#,.,.,.,.,.,#,#,#,#,.,#,#,.,#,#,.,#,.,.,.,.,.,.,#,#,#,#,.,.,#,.,.,.,#,#,#,.,.,#,.,.,.,#,.,#,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,.,#,.,#,#,#,.,#,#,#,.,.,#,#,.,#,.,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,#,.,.,.,#,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,#,#,.,#,.,#,.,.,.,.,#,.,#,.,#,.,.,#,#,#,.,#,.,.,#,.,#,#,.,.,.,.,#,.,.,#,#,.,.,.,.,.,#,#,.,#,#,.,#,#,#,.,#,.,.,#,.,#,.,#,#,.,.,.,.,.,.,#
.,.,#,#,.,#,#,.,#,.,#,.,#,.,#,#,.,.,.,.,.,#,.,.,#,.,#,.,#,#,#,.,.,.,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,#,.,#,#,#,.,.,.,#,.,.,.,#,.,.,#,#,.,#,.,.,#,.,.,.,.,.,.,#,.,#,.,#,#,#,#,#,.,.,.,#,.,#,#,.,#,.,#,.,.,#,.,#,.,#,.,.,.,.,.,#,.,#,.,#,.,#,.,#,.,#,.,#,#,.,.,.,.,.,#,#,.,.,.,.,.,#,#,#,#,#,#,.,.,.,#,.,#,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,#,.,#,.,#,#,#,#,.,.,#,.,#,.,#,#,.,#,.,#,.,.,.,.,.,.,#,.,.,#,.,.,.,#,.,.,.,.,.,#,.,.,#,.,.,.,#,#,.,.,#,.,#,.,#,.,.,#,.,#,#,.,#,.,.,.,#,#,.,.,.,.,.,#,#,.,#,#,.,.,.,.,#,.,.,#,.,.,.,.,#,.,#,.,#,.,.,.,#,#,.,.,#,.,.,.,#,#,.,#,.,#,.,.,.,#,.,.,.,.,.,.,#,.,#,.,.,.,.,#,#,.,#,.,#,.,.
